channel,date,message_id,sender,text
designhunters,2026-06-14T15:20:11+00:00,7138,-1001090349566,"[**Запустите рекламу в телеграм-каналах через Яндекс Директ**](https://ya.cc/t/e64BjtLH9fHisC/?erid=j1SUme1g3MyWgyTvZ)

Перфоманс-реклама в мессенджере продолжает работать:

• Таргетинг по тематикам и регионам
• Умный подбор каналов
• Гибкие модели оплаты (CPC и CPV)

Яндекс Директ знает, как привлечь целевую аудиторию 💰👌 

[**Попробовать**](https://ya.cc/t/8PHl5IMM9fHitT/?erid=j1SUme1g3MyWgyTvZ)

#реклама [
yandex.ru](https://ya.cc/t/e64BjtLH9fHisC/?erid=j1SUme1g3MyWgyTvZ)
[О рекламодателе](https://ya.cc/t/2Mr2MIdk9fHisj/?erid=j1SUme1g3MyWgyTvZ)"
designhunters,2026-06-14T11:05:44+00:00,7137,-1001090349566,"**Продуктовый дизайнер (B2C) в Управление продуктов и поддержки бизнеса, ВТБ **

**Задачи:**
- проектировать пользовательские сценарии и интерфейсы, выходящие за рамки классического банкинга
- поддерживать UI-Kit, совместно с дизайнерами и разработкой
- заниматься UX-проектированием, продвигать фичи
- делать дизайн-ревью и следить за тем, чтобы продовая версия соответствовала макетам

**Требования:**
- опыт работы на аналогичной должности от 2-х лет
- опыт работы с iOS и Android, знание их особенностей (включая запуск фич в прод)
- опыт работы с лайфстайл и нефинансовыми сервисами

**Формат работы:** гибрид, Москва

**Контакт:** [откликнуться](https://rabota-vtb.ru/career/130737433)"
designhunters,2026-06-14T10:41:13+00:00,7136,-1001090349566,"[**Импортируем автомобили из Европы**](https://ya.cc/t/UIiK6_fj9f3nFD/?erid=j1SUmrdcx5n5g3RrZ)

Автомобили дешевле на 30-40% чем в России.
Только честные автомобили с прозрачной историей.
Своевременное обслуживание, без ДТП.
Привозим авто по заключению договора, с полным пакетом документов для постановки на учет в РФ.
Доставка не более 10-ти дней в любой регион России.
Ассортимент у нас в телеграмм канале 

[**Посмотреть каталог**](https://ya.cc/t/WCIat3FO9f3nJF/?erid=j1SUmrdcx5n5g3RrZ)

#реклама 
[О рекламодателе](https://ya.cc/t/hUVu93r49f3nHN/?erid=j1SUmrdcx5n5g3RrZ)"
designhunters,2026-06-14T06:03:41+00:00,7135,-1001090349566,"**Джуниор / Миддл Помощник по контенту и развитию сайта (SEO-уклон)**
в **PapaProxy** — специализированный провайдер, предоставляющий корпоративную прокси-инфраструктуру и высокопроизводительные решения для безопасного доступа к интернету, автоматизации и сбора данных.
Ключевые навыки: минимальный опыт в SEO, знание HTML и CSS, грамотный русский язык, уверенное владение нейросетями (Claude, Cursor, Claude Code).
**112.5К. Удалённая работа. Гибкий график.**
[Описание вакансии на GeekJob.ru](https://geekjob.ru/vacancy/6a1ee9c2058b0618d3077791)

**Больше вакансий про контент:** @forallmedia"
designhunters,2026-06-14T05:37:00+00:00,7134,-1001090349566,"[**Как фрилансеру дополнительно зарабатывать 100-150К/мес?**](https://ya.cc/t/afLUVHNo9eq9ns/?erid=j1SUmYoaBDkt6fzYq)

За 9 лет на фрилансе я перепробовал много направлений.
СММ, монтаж, запуски и каждый раз упирался в одну и ту же проблему.

**Чтобы начать нормально зарабатывать, приходилось просто ушиваться в работе.**
Больше проектов.
Больше клиентов.
Больше часов за ноутом.

И меня это дико бесило.

Потому что какой тогда смысл фриланса, если ты работаешь ещё больше, чем в найме?

В какой-то момент я понял одну важную вещь:
**большинство фрилансеров пытаются расти количеством работы, хотя реальные деньги приходят совсем по-другому.**

Не через ""работать больше"".
А через правильный подход, навыки и услуги, за которые клиенты готовы платить намного больше.

Когда я это понял — всё начало меняться. Мой доход вырос в 3 раза, а работы стало меньше.

Я записал подробный разбор как это работает. Узнай! 

[**Узнать больше**](https://ya.cc/t/afLUVHNo9eq9ns/?erid=j1SUmYoaBDkt6fzYq)

#реклама [
rocket4expert.ru](https://ya.cc/t/afLUVHNo9eq9ns/?erid=j1SUmYoaBDkt6fzYq)
[О рекламодателе](https://ya.cc/t/xt2xAoDs9eq9oW/?erid=j1SUmYoaBDkt6fzYq)"
designhunters,2026-06-14T04:03:44+00:00,7133,-1001090349566,"[​​](https://amdy.notion.site/)**Product Manager (mobile apps) в AMDY Group**

**Условия:**
Заработная плата: от 3000$ (обсуждается)
Формат работы: полная занятость, удаленно (Мир)
Корпоративные бонусы: 28 дней отпуска
Возможности карьерного развития

**Задачи:**
Развитие ключевых mobile-фичей: поиск проблем пользователей, гипотезы, A/B-тесты, анализ метрик
Управление roadmap и delivery, постановка задач команде дизайна и разработки
Исследования пользователей и улучшение UX

**Требования:**
Опыт в роли PM от 3 лет на mobile-продуктах (iOS/Android) с пониманием полного цикла разработки
Управление кросс-функциональной командой (design, dev, QA, analytics)
Data-driven подход: постановка гипотез, работа с метриками, A/B-тесты, анализ пользовательских сценариев
Опыт работы с Firebase / Amplitude / Mixpanel
Умение запускать и развивать mobile-фичи
Активное использование AI-инструментов в работе
Сильные коммуникативные и лидерские навыки, ownership mindset

[https://amdy.notion.site/](https://amdy.notion.site/)"
designhunters,2026-06-13T18:38:16+00:00,7132,-1001090349566,"[**Как фрилансеру дополнительно зарабатывать 100-150К/мес?**](https://ya.cc/t/9ll88yMU9efiX9/?erid=j1SUnQ86tMGLM2RS9)

За 9 лет на фрилансе я перепробовал много направлений.
СММ, монтаж, запуски и каждый раз упирался в одну и ту же проблему.

**Чтобы начать нормально зарабатывать, приходилось просто ушиваться в работе.**
Больше проектов.
Больше клиентов.
Больше часов за ноутом.

И меня это дико бесило.

Потому что какой тогда смысл фриланса, если ты работаешь ещё больше, чем в найме?

В какой-то момент я понял одну важную вещь:
**большинство фрилансеров пытаются расти количеством работы, хотя реальные деньги приходят совсем по-другому.**

Не через ""работать больше"".
А через правильный подход, навыки и услуги, за которые клиенты готовы платить намного больше.

Когда я это понял — всё начало меняться. Мой доход вырос в 3 раза, а работы стало меньше.

Я записал подробный разбор как это работает. Узнай! 

[**Узнать больше**](https://ya.cc/t/9ll88yMU9efiX9/?erid=j1SUnQ86tMGLM2RS9)

#реклама [
rocket4expert.ru](https://ya.cc/t/9ll88yMU9efiX9/?erid=j1SUnQ86tMGLM2RS9)
[О рекламодателе](https://ya.cc/t/SFNbx8YO9efiXY/?erid=j1SUnQ86tMGLM2RS9)"
designhunters,2026-06-13T16:01:05+00:00,7127,-1001090349566,"**РЕДАКТОР Техно в Т—⁠Ж.**

Наша команда разбирается в тонкостях и нюансах выбора электроники и бытовой техники, чтобы давать читателям понятные, полезные и честные рекомендации.

Работа в офисе или удаленно — по договоренности.

**Что нужно делать. **Мониторить рынок электроники и писать материалы в соответствии с принятыми форматами. Вы будете участвовать в формировании контент-плана, отслеживать ключевые метрики опубликованных текстов и предлагать варианты их улучшения.

**Кого мы ищем. **Редактора с опытом работы в профильных медиа от трех лет. У вас безупречный русский язык, хорошие навыки написания и редактирования текстов. Вам интересны электроника и бытовая техника.

**Подробности, контакты:** https://t-j.ru/techno-editor/"
designhunters,2026-06-13T15:32:47+00:00,7126,-1001090349566,"[**Один клик может стать началом большого пути**](https://ya.cc/t/5ENPKZ-z9eWeej/?erid=j1SUnPUMYmTHd6mwf)

Stepik — это платформа с онлайн-курсами от авторов-практиков, а также сообщество людей, которым действительно важно учиться и открывать новое.

Здесь вы можете освоить новую профессию с нуля, прокачать навыки для вашей карьеры, а также учиться ради удовольствия.

Всё новое появляется на Stepik первым: курсы по ИИ, машинному обучению, no-code, анализу данных, игре на музыкальных инструментах, кулинарии и др.

У Stepik есть свой телеграм-канал, в котором они первыми рассказывают об новых авторских курсах (как платных, так и бесплатных), публикуют полезные статьи и ссылки, делятся новостями платформы и акциями.

Подпишитесь на stepik_courses и станьте частью сообщества людей, которым действительно важно учиться и открывать новое! 🎓 

[**Подписаться**](https://ya.cc/t/c51D0ai89eWefV/?erid=j1SUnPUMYmTHd6mwf)

#реклама 16+
[О рекламодателе](https://ya.cc/t/ET6m94059eWeez/?erid=j1SUnPUMYmTHd6mwf)"
designhunters,2026-06-13T11:01:59+00:00,7125,-1001090349566,"**Коммуникационный дизайнер (AI-native)**

Ты ведёшь визуальный бренд портфеля end-to-end: одна узнаваемая линия на продуктах, соцсетях и AI-видео. Единственный IC по visual brand — art direction, Figma, AI-статика и motion. Задачи от фаундера и Head of Marketing, приёмка с ними же.

**Что будешь делать:**
— Задавать и держать visual standard: identity, design code, brand guides
— Строить design system в Figma для web/mobile, social и презентаций
— Art-direct релизов, кампаний, key visuals и AI-контента
— Строить AI-pipelines для статики и готовить look/references для AI Video Creator
— Motion для контента: Lottie, GIF, stickers, micro-animations

**Must have:**
— 5+ лет в digital design и brand direction, сильные B2C-кейсы в портфолио
— Production-quality AI-assisted work, не разовые эксперименты
— Figma на уровне design system; hands-on art direction и UX/UI на ключевых экранах
— Midjourney, image-to-image, Higgsfield AI; понимание воронки B2C
— Английский B1+, свободный русский

**Nice to have:**
— ComfyUI, LoRA (Flux / Stable Diffusion)
— After Effects, Figma Slides, Photoshop / Illustrator
— Cursor / Claude Code для creative iterations
— Опыт нескольких продуктов параллельно в venture portfolio

**Город:** удалённо (remote), full-time; синхронизация с командой по CET

**Бюджет:** 6000 USDT

**Контакты для связи:** @Unimatch_work"
designhunters,2026-06-13T06:01:12+00:00,7123,-1001090349566,"**Миддл SMM-менеджер**
в **Genspt **— маркетинговое агентство полного цикла, которое помогает брендам расти через системный digital-маркетинг и сильный контент.
**120К – 170К. Удалённая работа.**
[Описание вакансии на GeekJob.ru](https://geekjob.ru/vacancy/6a2957a585d06ad59e03dd8a)"
designhunters,2026-06-13T04:00:46+00:00,7121,-1001090349566,"**Стажёр продуктовый дизайнер дизайн-системы, Ozon Банк**

**Тебе предстоит:**
- помогать команде развивать и поддерживать дизайн-систему: дорабатывать существующие компоненты, актуализировать состояния, свойства и правила использования
- поддерживать порядок в Figma-библиотеке: работать со структурой, naming, variants, properties и актуальностью компонентов
- помогать готовить документацию по компонентам и паттернам: собирать примеры, описывать сценарии использования, ограничения, do/don’t и базовые правила применения
- проводить аудит макетов и помогать находить несистемные решения, дубли и отклонения от библиотеки
- собирать и структурировать обратную связь от продуктовых команд по использованию компонентов и паттернов
- участвовать в подготовке простых компонентов и составных примеров под наставничеством более опытных дизайнеров

**Для нас важно, что ты:**
- интересуешься дизайн-системами, компонентным подходом и хочешь развиваться именно в этом направлении
- понимаешь основы UI/UX-дизайна: визуальную иерархию, отступы, типографику, состояния интерфейсов
- уверенно владеешь Figma на базовом уровне: auto layout, components, variants, аккуратно работаешь с файлами

**Формат работы:** офис, Москва

**Контакт:**[ откликнуться](https://career.ozon.ru/fintech/vacancy?id=133786927)"
designhunters,2026-06-12T16:02:17+00:00,7119,-1001090349566,"**Junior UX/UI Designer**
в **Softnetix** — белорусская IT-компания, разрабатывающая программное обеспечение для спортивной аналитики, iGaming и гемблинга.
Ключевые навыки: Figma (Components, Auto layouts, Libraries, Design Tokens, Variables).
**Офис (Минск, Беларусь).**
[Описание вакансии](https://doc.clickup.com/37460873/d/h/13q6w9-79175/b61066eb7d396fa).
Ищет Андрей Черномордин, его [пост на LinkedIn](https://www.linkedin.com/posts/eversor_%D0%B2%D1%81%D0%B5%D0%BC-%D0%BF%D1%80%D0%B8%D0%B2%D0%B5%D1%82-%D0%BC%D1%8B-%D0%B2-softnetix-%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%B0%D1%82%D1%8B%D0%B2%D0%B0%D0%B5%D0%BC-share-7470423395650658304-c6TC/)."
designhunters,2026-06-12T16:02:17+00:00,7118,-1001090349566,"**UI/Web-дизайнер (E-commerce) / TG ****@zakaz_design**
$10-20/час

**Обязанности:**
- Проектировать и собирать макеты интернет-магазинов (PDP, Cart Drawer, Checkout)

**Требования:**
- Знание Auto Layout, Component Properties, Variants и Variables. Файлы должны быть dev-ready

 [Откликнуться](https://youngjunior.ru/ui_ux_designer/jobs/27443)"
designhunters,2026-06-12T11:04:41+00:00,7116,-1001090349566,"**Миддл SMM-менеджер**
в **Genspt **— маркетинговое агентство полного цикла, которое помогает брендам расти через системный digital-маркетинг и сильный контент.
**120К – 170К. Удалённая работа.**
[Описание вакансии на GeekJob.ru](https://geekjob.ru/vacancy/6a2957a585d06ad59e03dd8a)"
designhunters,2026-06-12T11:04:41+00:00,7115,-1001090349566,"**Продуктовый лид **

[Центральный университет](https://cu.ru/) — первый в России вуз на основе STEM-модели. Мы сотрудничаем более чем с 70 ведущими компаниями и создаем университет, в котором хотели бы учиться сами.

Сейчас команда в поиске продуктовых лидов на три направления: бизнес-образование, привлечение абитуриентов и Школа естественных наук.

**Что нужно делать (в зависимости от направления)**
— Привлекать и отбирать сотни талантливых студентов в бакалавриат и магистратуру
— Запустить в ЦУ новую школу, которая объединит программы магистратуры и бакалавриата по биотехнологиям, робототехнике, инженерии и другим областям
— Развивать программы для руководителей и сформировать стратегию, которая на горизонте пары лет приведет к полноценной программе MBA

**Какие требования**
— Опыт управления востребованным ИТ-продуктом от запуска до устойчивого масштабирования
— Опыт проведения качественных и количественных исследований, принятия решений на основе данных
— Опыт управления кросс-функциональными командами
— Стратегическое мышление, способность видеть общую картину, разрабатывать долгосрочные решения и передавать свое видение команде

**Откликнуться:** [тут](https://istelmakh.notion.site/d5e299750ebc41a2b35b2a6a50856944) или ТГ — @dariaelaneva"
designhunters,2026-06-12T06:01:49+00:00,7113,-1001090349566,"Синий Банк **ищет 3D иллюстратора / графического дизайнера **в команду лайфстайл-сервисов.

Чем предстоит заниматься
— Разрабатывать 3D-иллюстрации для цифровых продуктов, баннеров и презентаций.
— Выстраивать и поддерживать единую визуальную систему лайфстайл-продукта.
— Готовить презентации для внутренних коммуникаций.
— Участвовать в развитии фирменного стиля и айдентики.
— Тесно взаимодействовать с маркетинговой и продуктовой командами.
— Поддерживать консистентность 3D-иллюстраций в рамках всего продукта.

Мы ожидаем, что вы: уверенно работаете в Cinema 4D: сплайны, полигональное моделирование, пространственные композиции и иконки; знаете Redshift: настройка материалов, работа со светом и рендерингом; владеете Adobe CC: Photoshop, Illustrator, After Effects; работаете в Figma; понимаете основы композиции, цвета и типографики; владеете навыками вёрстки и создания презентаций; готовы к гибридному формату работы; готовы прислать релевантное портфолио, в том числе с проектами в сфере лайфстайл-сервисов; будет плюсом, если вы обладаете навыками анимации и/или навыками работы с генеративной графикой.

Почему это интересно: миллионы пользователей и реальное влияние на бизнес-метрики; возможность выстроить визуальный язык лайфстайл-сервисов внутри большого банка; гибкий график и современный стек инструментов; сильная команда и поддержка на всех этапах.

Если вам интересно — отправляйте  и портфолио в личные сообщения @litvak_da. Готовы обсудить детали и рассказать больше!"
designhunters,2026-06-12T06:01:49+00:00,7112,-1001090349566,"**HTML5-верстальщик баннеров (part-time)**

Ищем HTML5-верстальщика для создания рекламных баннеров по готовым дизайнам.

**Что нужно делать:**
* Верстать HTML5-баннеры по макетам дизайнеров.
* Адаптировать баннеры под требования рекламных площадок.
* Подготавливать к размещению баннеры для Яндекс, Авито, Циан и других площадок.
* Следить за корректной работой анимаций и отображением на разных устройствах.

**Формат работы:**
* Part-time.
* Большой объем задач.
* Плотная загрузка примерно 2 недели в месяц.
* Удаленная работа.
**
Что важно:**
* Опыт верстки HTML5-баннеров для performance-рекламы.
* Понимание ограничений и требований рекламных площадок.
* Уверенное владение HTML, CSS, JavaScript.
* Опыт оптимизации веса баннеров.

**В отклике просьба указать:**
* Желаемую стоимость работы / ставки.
* Опыт работы с performance-рекламой.
* Опыт создания HTML5-баннеров.
* Ссылки на портфолио и примеры реализованных баннеров.

Если есть кейсы для Яндекс, Авито, Циан или других рекламных платформ — обязательно покажите.

**Контакт:** [откликнуться](http://t.me/ikilledkenya)"
designhunters,2026-06-12T04:02:50+00:00,7110,-1001090349566,"**Требуется middle UI/UX / product designer**

**Описание:**
Ищем middle UI/UX / product designer на part-time проект для научно-продуктовой команды.

**Задача:** доводить до хорошего визуального уровня лендинги, прототипы, презентации и проектные материалы.

**Формат:** регулярные синки в Discord, работа по задачам в Notion, part-time, удалённо. Текущий объём задач по проектам: ~200 часов.

**Что нужно будет делать:**
— верстать яркие, легко читаемые презентации
— собирать аккуратные и стильные прототипы
— работать с сайтами, лендингами, продуктовыми страницами и проектными материалами
— использовать Figma, Claude Code или другой AI-генератор в работе — это обязательное требование

**Требования:**
— уровень middle UI/UX / product designer
— чувство стиля ✨ и насмотренность
— умение работать быстро и самостоятельно
— умение брать сырой материал и доводить его до презентабельного результата
— опыт работы с Claude Code / Cursor / другим AI-инструментом
— понимание работы git

**Бюджет:** по договоренности

**Контакты для связи:** [@bozonsky](http://t.me/bozonsky)"
